Secuencia;Código Centro;Centro;Código Distrito Centro;Distrito Centro;Código Distrito;Distrito;Código Barrio;Barrio;Sección Censal;Tramo Edad;Nacionalidad;Sexo;Código Tipo Atención;Tipo Atención;Código Tipo Supuesto Urgente;Tipo Supuesto Urgente;Fecha Cita
15793;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0703;TRAFALGAR;059;18 - 24;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15794;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0703;TRAFALGAR;062;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15795;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0703;TRAFALGAR;073;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15796;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0703;TRAFALGAR;073;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;12/06/2020
15797;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0706;VALLEHERMOSO;122;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15798;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0706;VALLEHERMOSO;129;18 - 24;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15799;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0706;VALLEHERMOSO;122;65 - 69;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15800;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0706;VALLEHERMOSO;135;80 - 84;Española;M;1;Primera Atención;;;12/06/2020
15801;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0706;VALLEHERMOSO;135;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;12/06/2020
15802;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;06;TETUÁN;0606;BERRUGUETE;119;50 - 54;Española;H;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15803;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0805;LA PAZ;042;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;12/06/2020
15804;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0807;MIRASIERRA;135;50 - 54;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15805;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;174;35 - 39;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15806;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;174;35 - 39;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15807;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;179;75 - 79;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15808;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;105;40 - 44;Española;H;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15809;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;122;55 - 59;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15810;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;121;25 - 29;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15811;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;124;75 - 79;Española;H;2;Zona / Historia Social;;;12/06/2020
15812;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;124;80 - 84;Española;M;2;Zona / Historia Social;;;12/06/2020
15813;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0801;EL PARDO;003;80 - 84;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15814;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;061;45- 49;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15815;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;065;35 - 39;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15816;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;073;80 - 84;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15817;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;057;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;12/06/2020
15818;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;057;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;12/06/2020
15819;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;079;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;12/06/2020
15820;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;057;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15821;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0802;FUENTELARREINA;007;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;12/06/2020
15822;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0807;MIRASIERRA;156;75 - 79;Española;M;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15823;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;008;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15824;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;143;>= 85;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15825;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1605;APOSTOL SANTIAGO;086;35 - 39;Extranjera;M;1;Primera Atención;;;12/06/2020
15826;80;CSS Gallur;10;LATINA;10;LATINA;1007;AGUILAS;187;25 - 29;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;12/06/2020
15827;80;CSS Gallur;10;LATINA;10;LATINA;1004;ALUCHE;093; ;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15828;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;125;70 - 74;Española;M;1;Primera Atención;040;Desproteccion social problema salud;12/06/2020
15829;104;CSS Infante Don Juan ;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0907;ARAVACA;087;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;12/06/2020
15830;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;044;35 - 39;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;12/06/2020
15831;72;CSS Retiro;03;RETIRO;03;RETIRO;0302;ADELFAS;028;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/06/2020
15832;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0406;CASTELLANA;114;70 - 74;Española;H;1;Primera Atención;040;Desproteccion social problema salud;12/06/2020
15833;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0403;FUENTE DEL BERRO;054;75 - 79;Española;H;1;Primera Atención;040;Desproteccion social problema salud;12/06/2020
15834;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;131;35 - 39;Extranjera;M;1;Primera Atención;;;12/06/2020
15835;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2007;CANILLEJAS;076;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;12/06/2020
15836;75;CSS María Zayas;06;TETUÁN;15;CIUDAD LINEAL;1501;VENTAS;022;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15837;75;CSS María Zayas;06;TETUÁN;13;PUENTE DE VALLECAS;1304;PALOMERAS SURESTE;108;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15838;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;008;35 - 39;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15839;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;023;60 - 64;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15840;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;013;25 - 29;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15841;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;001;50 - 54;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15842;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;016;50 - 54;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15843;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;014;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15844;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;010;>= 85;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15845;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;001;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;12/06/2020
15846;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;004;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15847;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;011;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15848;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;021;30 - 34;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15849;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;019;18 - 24;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15850;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;015;60 - 64;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15851;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;018;40 - 44;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15852;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;021;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15853;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;004;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15854;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;019;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15855;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;016;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15856;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;116;40 - 44;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15857;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;114;25 - 29;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/06/2020
15858;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;109;35 - 39;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15859;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;116;35 - 39;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15860;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;120;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15861;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;113;40 - 44;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15862;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;121;40 - 44;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15863;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;108;35 - 39;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15864;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;112;45- 49;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15865;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;121;45- 49;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15866;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;110;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15867;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;113;40 - 44;Extranjera;H;2;Zona / Historia Social;;;12/06/2020
15868;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;115;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15869;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;122;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15870;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;122;30 - 34;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15871;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;122;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15872;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;108;50 - 54;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15873;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;056;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15874;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;056;45- 49;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15875;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;057;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/06/2020
15876;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;067;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15877;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;056;50 - 54;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15878;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;056;45- 49;Española;M;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15879;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;025;50 - 54;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15880;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;037;55 - 59;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15881;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;052;40 - 44;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15882;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;043;70 - 74;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;12/06/2020
15883;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;036;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15884;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;037;18 - 24;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15885;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;084;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15886;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;081;30 - 34;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15887;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;080;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15888;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;084;55 - 59;Española;M;1;Primera Atención;050;Desprotección socio-familiar;12/06/2020
15889;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;074;50 - 54;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15890;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;081;70 - 74;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;12/06/2020
15891;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;081;75 - 79;Extranjera;H;2;Zona / Historia Social;040;Desproteccion social problema salud;12/06/2020
15892;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;128;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15893;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;129;50 - 54;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15894;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;081;18 - 24;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15895;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;084;60 - 64;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15896;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;089;45- 49;Extranjera;M;2;Zona / Historia Social;;;12/06/2020
15897;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;078;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;12/06/2020
15898;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;081;50 - 54;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;12/06/2020
15899;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;084;55 - 59;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15900;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;081;50 - 54;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15901;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;072;40 - 44;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;12/06/2020
15902;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;081;50 - 54;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15903;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;084;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15904;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;069;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15905;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;095;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15906;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;101;12 - 17;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15907;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;099;45- 49;Extranjera;H;2;Zona / Historia Social;;;12/06/2020
15908;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;094;80 - 84;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15909;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;096;45- 49;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15910;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;097;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;12/06/2020
15911;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;099;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15912;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;126;65 - 69;Española;H;1;Primera Atención;040;Desproteccion social problema salud;12/06/2020
15913;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;095;25 - 29;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15914;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;126;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15915;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;126;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/06/2020
15916;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;129;60 - 64;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;15/06/2020
15917;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;035;30 - 34;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;15/06/2020
15918;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0704;ALMAGRO;085;45- 49;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;15/06/2020
15919;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0704;ALMAGRO;089;30 - 34;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;15/06/2020
15920;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0704;ALMAGRO;085;18 - 24;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;15/06/2020
15921;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0704;ALMAGRO;092;60 - 64;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;15/06/2020
15922;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0704;ALMAGRO;089;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;15/06/2020
15923;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0702;ARAPILES;046;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;15/06/2020
15924;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0702;ARAPILES;040;>= 85;Española;M;1;Primera Atención;050;Desprotección socio-familiar;15/06/2020
15925;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0702;ARAPILES;030;>= 85;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;15/06/2020
